longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_ces,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN
0.21115537848605498,0.5674814027630182,0.982118865674764,-0.8047995998018085,-0.9720491044993606,-0.9744049915469957,-0.9770091850452371,2.344708956117609,2.129579891133233,0,0,0,1,0
0.21215139442231049,0.5653560042507968,-0.6070042082805065,2.0458405373571353,1.3514269031544723,0.8614179998296632,1.6699205725917963,2.3321814648403,1.3141243013609971,0,0,0,1,0
0.21015936254980092,0.5642933049946866,1.8561365563501628,-0.5357329073251563,-0.8269804898966135,-0.8207574684591945,-0.8436164798678768,1.7826562172138418,1.2586629222479015,0,0,0,1,0
0.2091633466135454,0.5642933049946866,1.8561365563501628,-0.6241994689060658,-0.7199626594519641,-0.7660095004623918,-0.7337636638394623,0.9329449075937345,1.1650718449945523,0,0,0,1,0
0.2091633466135454,0.5642933049946866,1.8561365563501628,-0.46239275264668206,-0.6129448290073147,-0.7598282782692044,-0.6291419342885914,-0.012880683843030732,1.1728711014323314,0,0,0,1,0
0.2091633466135454,0.5642933049946866,1.8561365563501628,-0.7869229370989304,-0.7722824876693484,-0.8940491030355594,-0.8017677880475284,0.08744451941137843,0.5445976661667938,0,0,0,1,0
0.2091633466135454,0.5632306057385762,1.8561365563501628,-0.04618737484634102,-0.11590646094216524,-0.29270448681261346,0.037821591598210434,-0.11136360896842384,0.8002399605162195,0,0,0,1,0
0.2091633466135454,0.5632306057385762,1.8561365563501628,0.21462855022898283,0.3549719930142922,-0.23707348707392684,0.3856888423548561,-0.39512707735484504,0.2993543804010736,0,0,0,1,0
0.20816733067728993,0.5632306057385762,1.0615750193725275,-0.03701985551153175,0.30265216479690804,-0.19380493172161503,0.24968059393872397,-0.9423363181905406,0.17196652525068182,0,0,0,1,0
0.2091633466135454,0.5632306057385762,1.8561365563501628,0.41860585542848916,0.4025354732119142,0.11084101922833557,0.5609302393525648,-0.09446728669944951,0.4700714379835714,0,0,0,1,0
0.20816733067728993,0.5642933049946866,1.8561365563501628,-0.19882657177091545,-0.24670603148562564,-0.4551823273192538,-0.25511925114422807,-0.35138613092021026,0.646854583906564,0,0,0,1,0
0.20816733067728993,0.5642933049946866,1.8561365563501628,0.39752056095842786,0.5095533036565636,0.06933852735979158,0.6132411041280003,-0.3159091178071611,0.3028207165956421,0,0,0,1,0
0.20816733067728993,0.5642933049946866,1.8561365563501628,-0.06635591738292143,-0.1515790710903817,-0.28917235984507783,-0.08249339738529109,-0.41881351044219234,0.05757743082992185,0,0,0,1,0
0.20816733067728993,0.5632306057385762,1.8561365563501628,-0.8891407776820538,-0.8246023158867325,-0.9540952614836656,-0.851463109584192,-0.6300964935813308,-0.13480422796862898,0,0,0,1,0
0.20816733067728993,0.5642933049946866,1.8561365563501628,0.0033172295616290585,0.20990337841154522,-0.18850674127031153,0.3150691749080183,-1.0285022981105132,-0.4129777075827498,0,0,0,1,0
0.20816733067728993,0.5642933049946866,1.6972242489546359,-0.6947893677840972,-0.6058103069776715,-0.6432680883405276,-0.6160642180947326,-0.9188604311750809,-0.579361844922037,0,0,0,1,0
0.20717131474103584,0.5642933049946866,1.8561365563501628,-0.30700329992166486,-0.4536071703452812,-0.5584970411196718,-0.44082282109702386,-0.5767230643578415,-0.4710388388417719,0,0,0,1,0
0.20717131474103584,0.5642933049946866,1.8561365563501628,-0.6452847633761271,-0.5820285668788605,-0.6865366436928395,-0.5140580317826334,-0.9213869840377312,-0.4450413173825083,0,0,0,1,0
0.20816733067728993,0.5632306057385762,1.6972242489546359,-0.18186666100151827,-0.19676437727812257,-0.3845397879685406,-0.21065501608510792,-0.9893407287394321,-0.4173106278259604,0,0,0,1,0
0.20717131474103584,0.5632306057385762,1.8561365563501628,-0.5192313725224996,-0.570137696829455,-0.649449310533715,-0.5872932424682431,-0.6670999657155645,-0.38091409778299135,0,0,0,1,0
0.20717131474103584,0.5642933049946866,0.9026627119770005,-0.8639300995113283,-0.8412495339559002,-0.8975812300030951,-0.8723874554943662,-1.3226877970553672,-0.5143680412738779,0,0,0,1,0
0.20717131474103584,0.5642933049946866,1.0615750193725275,-0.4568922410457965,-0.40604369014765923,-0.4384047242234594,-0.34927880774001185,-1.1354597026293796,-0.4077782032908971,0,0,0,1,0
0.20717131474103584,0.5632306057385762,1.8561365563501628,-0.09156659555364693,0.00775858757165187,-0.3624639944214427,-0.05633796499757336,-1.1294065030626128,-0.8055402816176306,0,0,0,1,0
0.20717131474103584,0.5632306057385762,1.8561365563501628,-0.4344318186755138,-0.47738891044409215,-0.5055151366066369,-0.4565160805296545,-0.8895945271827139,-0.9285952165248118,0,0,0,1,0
